Episode Number,Random Agent,Naïve Sarsa,"Sarsa, Space Discretized","Sarsa, Space Discretized, Noisy Observation",Deep Q-Network,"Deep Q-Network, Noisy Observation",Dueling Deep Q-Network,"Dueling Deep Q-Network, Noisy Observation",REINFORCE,"REINFORCE, Noisy Observation"
1733,-1.72E+02,-9.90E+01,-7.92E+01,-1.37E+02,,,,,-4.46E+00,-6.55E+00
1734,-1.71E+02,-1.00E+02,-7.91E+01,-1.37E+02,,,,,-4.35E+00,-4.56E+00
1735,-1.73E+02,-1.01E+02,-7.75E+01,-1.37E+02,,,,,-2.29E+00,-4.50E+00
1736,-1.73E+02,-1.02E+02,-7.66E+01,-1.37E+02,,,,,-4.22E+00,-4.39E+00
1737,-1.72E+02,-1.03E+02,-7.74E+01,-1.38E+02,,,,,-1.97E+00,-4.23E+00
1738,-1.73E+02,-1.06E+02,-7.78E+01,-1.38E+02,,,,,-2.25E+00,-4.18E+00
1739,-1.73E+02,-1.06E+02,-7.73E+01,-1.40E+02,,,,,-1.36E+00,-6.66E+00
1740,-1.73E+02,-1.05E+02,-7.71E+01,-1.40E+02,,,,,-1.80E+00,-6.74E+00
1741,-1.73E+02,-1.08E+02,-7.66E+01,-1.40E+02,,,,,-1.36E+00,-6.40E+00
1742,-1.72E+02,-1.06E+02,-7.59E+01,-1.40E+02,,,,,-1.05E+00,-6.09E+00
1743,-1.71E+02,-1.07E+02,-7.60E+01,-1.40E+02,,,,,-8.68E-01,-6.21E+00
1744,-1.72E+02,-1.08E+02,-7.61E+01,-1.40E+02,,,,,-3.49E+00,-3.77E+00
1745,-1.71E+02,-1.10E+02,-7.64E+01,-1.40E+02,,,,,-3.50E+00,-3.21E+00
1746,-1.72E+02,-1.10E+02,-7.57E+01,-1.40E+02,,,,,-3.52E+00,-2.18E-01
1747,-1.73E+02,-1.11E+02,-7.57E+01,-1.40E+02,,,,,-3.28E+00,1.65E-01
1748,-1.73E+02,-1.11E+02,-7.60E+01,-1.41E+02,,,,,-3.31E+00,-1.74E+00
1749,-1.70E+02,-1.09E+02,-7.70E+01,-1.41E+02,,,,,-2.60E+00,8.60E-01
1750,-1.71E+02,-1.08E+02,-7.69E+01,-1.41E+02,,,,,-4.05E+00,1.24E+00
1751,-1.71E+02,-1.03E+02,-7.67E+01,-1.41E+02,,,,,-3.99E+00,8.35E-01
1752,-1.68E+02,-1.03E+02,-7.77E+01,-1.40E+02,,,,,-6.07E+00,5.94E-01
1753,-1.69E+02,-1.01E+02,-7.47E+01,-1.41E+02,,,,,-3.92E+00,6.66E-01
1754,-1.68E+02,-1.01E+02,-7.51E+01,-1.41E+02,,,,,-3.81E+00,4.50E-01
1755,-1.70E+02,-1.01E+02,-7.46E+01,-1.41E+02,,,,,-3.25E+00,6.30E-01
1756,-1.69E+02,-9.98E+01,-7.47E+01,-1.41E+02,,,,,-2.83E+00,-1.58E-01
1757,-1.69E+02,-9.92E+01,-7.46E+01,-1.41E+02,,,,,-3.79E+00,2.60E+00
1758,-1.68E+02,-1.00E+02,-7.22E+01,-1.41E+02,,,,,-4.02E+00,4.29E+00
1759,-1.67E+02,-1.01E+02,-7.18E+01,-1.41E+02,,,,,-2.57E+00,4.78E+00
1760,-1.68E+02,-9.99E+01,-7.36E+01,-1.42E+02,,,,,-7.25E-02,4.43E+00
1761,-1.69E+02,-9.79E+01,-7.52E+01,-1.43E+02,,,,,-2.74E+00,4.46E+00
1762,-1.70E+02,-9.80E+01,-7.57E+01,-1.42E+02,,,,,-1.53E+00,6.93E+00
1763,-1.70E+02,-9.61E+01,-7.54E+01,-1.40E+02,,,,,-1.75E+00,6.84E+00
1764,-1.72E+02,-9.74E+01,-7.60E+01,-1.42E+02,,,,,-2.16E+00,9.01E+00
1765,-1.70E+02,-9.82E+01,-7.64E+01,-1.42E+02,,,,,-1.99E+00,1.19E+01
1766,-1.69E+02,-9.73E+01,-7.65E+01,-1.42E+02,,,,,-4.59E+00,1.25E+01
1767,-1.69E+02,-9.72E+01,-7.62E+01,-1.41E+02,,,,,-4.93E+00,1.31E+01
1768,-1.69E+02,-9.95E+01,-7.64E+01,-1.41E+02,,,,,-4.71E+00,1.53E+01
1769,-1.68E+02,-9.92E+01,-7.67E+01,-1.42E+02,,,,,-4.05E+00,1.78E+01
1770,-1.68E+02,-9.89E+01,-7.62E+01,-1.43E+02,,,,,-6.92E+00,2.02E+01
1771,-1.68E+02,-9.88E+01,-7.63E+01,-1.43E+02,,,,,-7.09E+00,2.05E+01
1772,-1.67E+02,-9.93E+01,-7.52E+01,-1.43E+02,,,,,-1.10E+01,2.09E+01
1773,-1.65E+02,-9.86E+01,-7.58E+01,-1.43E+02,,,,,-5.10E+00,2.10E+01
1774,-1.65E+02,-9.86E+01,-7.53E+01,-1.43E+02,,,,,-4.59E+00,2.07E+01
1775,-1.64E+02,-9.72E+01,-7.57E+01,-1.45E+02,,,,,-4.12E+00,2.09E+01
1776,-1.64E+02,-9.69E+01,-7.62E+01,-1.43E+02,,,,,-3.99E+00,2.13E+01
1777,-1.63E+02,-9.72E+01,-7.55E+01,-1.43E+02,,,,,-3.65E+00,2.41E+01
1778,-1.63E+02,-9.86E+01,-7.58E+01,-1.43E+02,,,,,-3.40E+00,2.65E+01
1779,-1.63E+02,-1.01E+02,-7.58E+01,-1.43E+02,,,,,-2.31E+00,2.43E+01
1780,-1.64E+02,-1.00E+02,-7.60E+01,-1.44E+02,,,,,-2.75E+00,2.62E+01
1781,-1.67E+02,-1.00E+02,-7.85E+01,-1.44E+02,,,,,-2.67E+00,2.62E+01
1782,-1.66E+02,-9.97E+01,-7.90E+01,-1.43E+02,,,,,-5.35E+00,2.64E+01
1783,-1.67E+02,-9.75E+01,-7.97E+01,-1.44E+02,,,,,-4.15E+00,2.85E+01
1784,-1.68E+02,-9.83E+01,-7.88E+01,-1.44E+02,,,,,-4.87E+00,2.88E+01
1785,-1.68E+02,-9.63E+01,-7.85E+01,-1.44E+02,,,,,-7.02E+00,3.11E+01
1786,-1.71E+02,-9.65E+01,-7.98E+01,-1.44E+02,,,,,-7.22E+00,3.34E+01
1787,-1.72E+02,-9.62E+01,-8.01E+01,-1.44E+02,,,,,-7.49E+00,3.09E+01
1788,-1.73E+02,-9.68E+01,-8.10E+01,-1.43E+02,,,,,-7.38E+00,3.28E+01
1789,-1.73E+02,-9.77E+01,-8.06E+01,-1.43E+02,,,,,-9.58E+00,3.62E+01
1790,-1.74E+02,-9.82E+01,-8.11E+01,-1.42E+02,,,,,-1.09E+01,3.62E+01
1791,-1.74E+02,-9.77E+01,-8.02E+01,-1.42E+02,,,,,-1.11E+01,3.63E+01
1792,-1.75E+02,-9.63E+01,-7.89E+01,-1.42E+02,,,,,-1.10E+01,3.67E+01
1793,-1.76E+02,-9.71E+01,-7.96E+01,-1.41E+02,,,,,-1.07E+01,3.96E+01
1794,-1.75E+02,-9.69E+01,-7.85E+01,-1.41E+02,,,,,-7.50E+00,4.01E+01
1795,-1.76E+02,-9.88E+01,-7.78E+01,-1.41E+02,,,,,-7.46E+00,4.37E+01
1796,-1.76E+02,-9.90E+01,-7.83E+01,-1.41E+02,,,,,-7.43E+00,4.63E+01
1797,-1.76E+02,-1.01E+02,-7.90E+01,-1.41E+02,,,,,-7.06E+00,4.77E+01
1798,-1.75E+02,-1.02E+02,-7.85E+01,-1.41E+02,,,,,-6.54E+00,5.07E+01
1799,-1.77E+02,-1.01E+02,-7.93E+01,-1.41E+02,,,,,-7.41E+00,4.83E+01
1800,-1.77E+02,-9.96E+01,-7.94E+01,-1.41E+02,,,,,-4.99E+00,4.90E+01
1801,-1.77E+02,-1.02E+02,-7.93E+01,-1.40E+02,,,,,-3.36E+00,5.18E+01
1802,-1.76E+02,-1.02E+02,-8.03E+01,-1.39E+02,,,,,-3.34E+00,5.24E+01
1803,-1.73E+02,-1.03E+02,-7.81E+01,-1.39E+02,,,,,-3.08E+00,5.55E+01
1804,-1.72E+02,-1.01E+02,-7.81E+01,-1.39E+02,,,,,-2.73E+00,5.79E+01
1805,-1.72E+02,-1.02E+02,-7.99E+01,-1.39E+02,,,,,-2.01E+00,6.01E+01
1806,-1.74E+02,-1.02E+02,-8.05E+01,-1.39E+02,,,,,-2.19E+00,6.29E+01
1807,-1.74E+02,-1.02E+02,-8.06E+01,-1.40E+02,,,,,-2.61E+00,6.53E+01
1808,-1.75E+02,-1.03E+02,-8.08E+01,-1.39E+02,,,,,-5.06E+00,6.41E+01
1809,-1.76E+02,-1.00E+02,-8.12E+01,-1.39E+02,,,,,-5.07E+00,6.48E+01
1810,-1.76E+02,-1.03E+02,-8.13E+01,-1.39E+02,,,,,-4.84E+00,6.45E+01
1811,-1.76E+02,-1.02E+02,-7.79E+01,-1.39E+02,,,,,-4.91E+00,6.51E+01
1812,-1.77E+02,-1.02E+02,-7.78E+01,-1.39E+02,,,,,-4.67E+00,6.83E+01
1813,-1.76E+02,-1.02E+02,-7.80E+01,-1.38E+02,,,,,-3.98E+00,6.72E+01
1814,-1.76E+02,-1.03E+02,-7.86E+01,-1.39E+02,,,,,-4.57E+00,6.96E+01
1815,-1.72E+02,-1.04E+02,-7.83E+01,-1.40E+02,,,,,-4.87E+00,6.92E+01
1816,-1.72E+02,-1.03E+02,-7.75E+01,-1.43E+02,,,,,-4.62E+00,6.89E+01
1817,-1.71E+02,-1.03E+02,-7.66E+01,-1.44E+02,,,,,-5.15E+00,6.61E+01
1818,-1.70E+02,-1.03E+02,-7.66E+01,-1.44E+02,,,,,-6.03E+00,6.63E+01
1819,-1.69E+02,-1.04E+02,-7.68E+01,-1.43E+02,,,,,-6.76E+00,6.90E+01
1820,-1.70E+02,-1.02E+02,-7.66E+01,-1.44E+02,,,,,-8.48E+00,6.89E+01
1821,-1.72E+02,-9.86E+01,-7.65E+01,-1.44E+02,,,,,-8.09E+00,6.96E+01
1822,-1.73E+02,-9.77E+01,-7.63E+01,-1.44E+02,,,,,-8.79E+00,6.77E+01
1823,-1.72E+02,-9.59E+01,-7.60E+01,-1.45E+02,,,,,-8.47E+00,6.87E+01
1824,-1.73E+02,-9.61E+01,-7.63E+01,-1.44E+02,,,,,-7.80E+00,6.90E+01
1825,-1.70E+02,-9.66E+01,-7.73E+01,-1.44E+02,,,,,-7.96E+00,6.70E+01
1826,-1.71E+02,-9.90E+01,-7.63E+01,-1.43E+02,,,,,-1.10E+01,6.45E+01
1827,-1.71E+02,-1.01E+02,-7.65E+01,-1.43E+02,,,,,-1.08E+01,6.62E+01
1828,-1.70E+02,-1.00E+02,-7.72E+01,-1.43E+02,,,,,-1.09E+01,6.58E+01
1829,-1.70E+02,-9.89E+01,-7.61E+01,-1.42E+02,,,,,-1.10E+01,6.86E+01
1830,-1.70E+02,-9.95E+01,-7.70E+01,-1.42E+02,,,,,-1.49E+01,7.11E+01
1831,-1.69E+02,-9.80E+01,-7.74E+01,-1.42E+02,,,,,-1.53E+01,6.98E+01
1832,-1.69E+02,-9.81E+01,-7.60E+01,-1.42E+02,,,,,-1.60E+01,6.98E+01
1833,-1.69E+02,-9.89E+01,-7.59E+01,-1.43E+02,,,,,-1.65E+01,6.76E+01
1834,-1.69E+02,-9.65E+01,-7.59E+01,-1.43E+02,,,,,-1.69E+01,6.50E+01
1835,-1.67E+02,-9.66E+01,-7.69E+01,-1.43E+02,,,,,-1.91E+01,6.51E+01
1836,-1.70E+02,-9.54E+01,-7.86E+01,-1.43E+02,,,,,-1.96E+01,6.52E+01
1837,-1.73E+02,-9.29E+01,-7.72E+01,-1.42E+02,,,,,-2.13E+01,6.51E+01
1838,-1.71E+02,-9.10E+01,-7.73E+01,-1.43E+02,,,,,-2.15E+01,6.72E+01
1839,-1.74E+02,-9.20E+01,-7.78E+01,-1.42E+02,,,,,-2.14E+01,6.91E+01
1840,-1.74E+02,-9.10E+01,-7.87E+01,-1.41E+02,,,,,-2.10E+01,6.70E+01
1841,-1.74E+02,-8.86E+01,-7.89E+01,-1.42E+02,,,,,-2.10E+01,6.94E+01
1842,-1.74E+02,-8.88E+01,-8.00E+01,-1.42E+02,,,,,-2.11E+01,7.14E+01
1843,-1.75E+02,-8.91E+01,-8.08E+01,-1.42E+02,,,,,-2.07E+01,7.28E+01
1844,-1.77E+02,-8.92E+01,-8.09E+01,-1.42E+02,,,,,-1.89E+01,7.26E+01
1845,-1.80E+02,-8.77E+01,-8.15E+01,-1.42E+02,,,,,-1.82E+01,7.49E+01
1846,-1.80E+02,-8.73E+01,-8.03E+01,-1.42E+02,,,,,-1.72E+01,7.52E+01
1847,-1.80E+02,-8.84E+01,-8.04E+01,-1.41E+02,,,,,-1.71E+01,7.74E+01
1848,-1.82E+02,-8.78E+01,-8.02E+01,-1.41E+02,,,,,-1.83E+01,7.72E+01
1849,-1.83E+02,-8.90E+01,-8.05E+01,-1.41E+02,,,,,-1.94E+01,7.52E+01
1850,-1.82E+02,-8.99E+01,-8.03E+01,-1.42E+02,,,,,-1.77E+01,7.76E+01
1851,-1.81E+02,-9.27E+01,-8.06E+01,-1.42E+02,,,,,-2.03E+01,7.96E+01
1852,-1.82E+02,-9.21E+01,-8.08E+01,-1.40E+02,,,,,-1.82E+01,8.18E+01
1853,-1.83E+02,-9.19E+01,-8.17E+01,-1.40E+02,,,,,-2.05E+01,8.41E+01
1854,-1.84E+02,-9.16E+01,-8.17E+01,-1.39E+02,,,,,-2.08E+01,8.61E+01
1855,-1.82E+02,-9.34E+01,-8.49E+01,-1.39E+02,,,,,-1.84E+01,8.80E+01
1856,-1.82E+02,-9.55E+01,-8.43E+01,-1.39E+02,,,,,-1.81E+01,9.12E+01
1857,-1.84E+02,-9.60E+01,-8.42E+01,-1.39E+02,,,,,-1.95E+01,9.11E+01
1858,-1.84E+02,-9.51E+01,-8.43E+01,-1.39E+02,,,,,-1.90E+01,9.39E+01
1859,-1.82E+02,-9.41E+01,-8.52E+01,-1.39E+02,,,,,-1.93E+01,9.49E+01
1860,-1.81E+02,-9.39E+01,-8.38E+01,-1.38E+02,,,,,-2.18E+01,9.82E+01
1861,-1.81E+02,-9.34E+01,-8.24E+01,-1.39E+02,,,,,-1.97E+01,1.00E+02
1862,-1.81E+02,-9.46E+01,-8.16E+01,-1.39E+02,,,,,-2.02E+01,9.95E+01
1863,-1.84E+02,-9.75E+01,-8.23E+01,-1.38E+02,,,,,-2.08E+01,1.02E+02
1864,-1.82E+02,-9.50E+01,-8.23E+01,-1.38E+02,,,,,-2.06E+01,1.02E+02
1865,-1.83E+02,-9.55E+01,-8.21E+01,-1.38E+02,,,,,-2.10E+01,1.01E+02
1866,-1.84E+02,-9.50E+01,-8.21E+01,-1.39E+02,,,,,-1.82E+01,1.01E+02
1867,-1.83E+02,-9.70E+01,-8.26E+01,-1.39E+02,,,,,-1.84E+01,1.03E+02
1868,-1.85E+02,-9.50E+01,-8.22E+01,-1.40E+02,,,,,-1.97E+01,1.04E+02
1869,-1.84E+02,-9.51E+01,-8.27E+01,-1.38E+02,,,,,-1.96E+01,1.00E+02
1870,-1.83E+02,-9.53E+01,-8.26E+01,-1.39E+02,,,,,-1.66E+01,1.00E+02
1871,-1.84E+02,-9.60E+01,-8.37E+01,-1.38E+02,,,,,-1.62E+01,1.00E+02
1872,-1.84E+02,-9.41E+01,-8.38E+01,-1.38E+02,,,,,-1.50E+01,9.99E+01
1873,-1.84E+02,-9.39E+01,-8.34E+01,-1.39E+02,,,,,-1.72E+01,1.01E+02
1874,-1.84E+02,-9.31E+01,-8.37E+01,-1.39E+02,,,,,-1.72E+01,1.00E+02
1875,-1.87E+02,-9.41E+01,-8.33E+01,-1.39E+02,,,,,-1.46E+01,1.00E+02
1876,-1.86E+02,-9.48E+01,-8.27E+01,-1.40E+02,,,,,-1.19E+01,9.99E+01
1877,-1.89E+02,-9.52E+01,-8.23E+01,-1.40E+02,,,,,-1.22E+01,9.97E+01
1878,-1.90E+02,-9.42E+01,-8.18E+01,-1.39E+02,,,,,-1.37E+01,9.73E+01
1879,-1.91E+02,-9.09E+01,-8.14E+01,-1.39E+02,,,,,-1.38E+01,9.94E+01
1880,-1.91E+02,-9.11E+01,-8.27E+01,-1.38E+02,,,,,-1.07E+01,9.93E+01
1881,-1.90E+02,-9.29E+01,-8.39E+01,-1.38E+02,,,,,-1.17E+01,9.94E+01
1882,-1.88E+02,-9.38E+01,-8.35E+01,-1.38E+02,,,,,-1.20E+01,9.93E+01
1883,-1.87E+02,-9.48E+01,-8.43E+01,-1.38E+02,,,,,-1.33E+01,9.94E+01
1884,-1.86E+02,-9.40E+01,-8.46E+01,-1.38E+02,,,,,-1.03E+01,1.01E+02
1885,-1.85E+02,-9.50E+01,-8.42E+01,-1.38E+02,,,,,-9.81E+00,1.02E+02
1886,-1.85E+02,-9.60E+01,-8.28E+01,-1.38E+02,,,,,-9.84E+00,9.94E+01
1887,-1.85E+02,-9.73E+01,-8.26E+01,-1.37E+02,,,,,-1.04E+01,1.02E+02
1888,-1.86E+02,-9.88E+01,-8.33E+01,-1.38E+02,,,,,-1.00E+01,9.97E+01
1889,-1.86E+02,-9.86E+01,-8.49E+01,-1.38E+02,,,,,-7.82E+00,9.62E+01
1890,-1.88E+02,-9.81E+01,-8.50E+01,-1.38E+02,,,,,-6.57E+00,9.24E+01
1891,-1.88E+02,-9.94E+01,-8.50E+01,-1.38E+02,,,,,-5.88E+00,9.43E+01
1892,-1.87E+02,-9.81E+01,-8.60E+01,-1.38E+02,,,,,-8.31E+00,9.63E+01
1893,-1.84E+02,-9.75E+01,-8.56E+01,-1.38E+02,,,,,-8.63E+00,9.29E+01
1894,-1.84E+02,-9.71E+01,-8.66E+01,-1.38E+02,,,,,-8.65E+00,9.41E+01
1895,-1.84E+02,-9.51E+01,-8.84E+01,-1.38E+02,,,,,-8.75E+00,9.16E+01
1896,-1.85E+02,-9.49E+01,-8.83E+01,-1.38E+02,,,,,-9.43E+00,9.12E+01
1897,-1.86E+02,-9.45E+01,-8.75E+01,-1.38E+02,,,,,-1.16E+01,9.28E+01
1898,-1.86E+02,-9.49E+01,-8.75E+01,-1.36E+02,,,,,-1.17E+01,9.27E+01
1899,-1.83E+02,-9.61E+01,-8.65E+01,-1.37E+02,,,,,-1.11E+01,9.28E+01
1900,-1.81E+02,-9.86E+01,-8.70E+01,-1.36E+02,,,,,-1.11E+01,9.30E+01
1901,-1.82E+02,-9.69E+01,-8.70E+01,-1.36E+02,,,,,-1.08E+01,9.35E+01
1902,-1.82E+02,-9.54E+01,-8.63E+01,-1.37E+02,,,,,-1.10E+01,9.28E+01
1903,-1.84E+02,-9.63E+01,-8.74E+01,-1.35E+02,,,,,-1.20E+01,9.32E+01
1904,-1.84E+02,-9.62E+01,-8.72E+01,-1.34E+02,,,,,-1.25E+01,9.34E+01
1905,-1.84E+02,-9.57E+01,-8.72E+01,-1.34E+02,,,,,-1.30E+01,9.11E+01
1906,-1.83E+02,-9.51E+01,-8.65E+01,-1.35E+02,,,,,-1.31E+01,9.11E+01
1907,-1.86E+02,-9.36E+01,-8.70E+01,-1.33E+02,,,,,-1.31E+01,9.12E+01
1908,-1.85E+02,-9.35E+01,-8.83E+01,-1.33E+02,,,,,-1.36E+01,9.24E+01
1909,-1.82E+02,-9.42E+01,-8.75E+01,-1.34E+02,,,,,-1.51E+01,9.52E+01
1910,-1.83E+02,-9.21E+01,-8.92E+01,-1.32E+02,,,,,-1.51E+01,9.82E+01
1911,-1.85E+02,-9.28E+01,-9.16E+01,-1.32E+02,,,,,-1.46E+01,1.00E+02
1912,-1.84E+02,-9.24E+01,-9.15E+01,-1.32E+02,,,,,-1.48E+01,1.00E+02
1913,-1.86E+02,-9.29E+01,-9.13E+01,-1.32E+02,,,,,-1.51E+01,1.02E+02
1914,-1.86E+02,-9.29E+01,-9.21E+01,-1.32E+02,,,,,-1.48E+01,1.02E+02
1915,-1.88E+02,-9.13E+01,-9.22E+01,-1.31E+02,,,,,-1.41E+01,1.03E+02
1916,-1.88E+02,-9.10E+01,-9.49E+01,-1.28E+02,,,,,-1.17E+01,1.00E+02
1917,-1.88E+02,-9.38E+01,-9.53E+01,-1.27E+02,,,,,-1.18E+01,1.04E+02
1918,-1.87E+02,-9.32E+01,-9.51E+01,-1.27E+02,,,,,-9.20E+00,1.04E+02
1919,-1.85E+02,-9.00E+01,-9.51E+01,-1.27E+02,,,,,-8.79E+00,1.02E+02
1920,-1.85E+02,-9.01E+01,-9.64E+01,-1.26E+02,,,,,-7.49E+00,1.04E+02
1921,-1.82E+02,-9.14E+01,-9.65E+01,-1.27E+02,,,,,-7.40E+00,1.07E+02
1922,-1.81E+02,-9.03E+01,-9.59E+01,-1.27E+02,,,,,-7.45E+00,1.08E+02
1923,-1.81E+02,-9.05E+01,-9.56E+01,-1.26E+02,,,,,-8.27E+00,1.05E+02
1924,-1.82E+02,-9.03E+01,-9.70E+01,-1.26E+02,,,,,-8.73E+00,1.07E+02
1925,-1.84E+02,-8.91E+01,-9.59E+01,-1.26E+02,,,,,-8.55E+00,1.10E+02
1926,-1.83E+02,-8.92E+01,-9.70E+01,-1.26E+02,,,,,-8.00E+00,1.10E+02
1927,-1.85E+02,-8.77E+01,-9.65E+01,-1.26E+02,,,,,-8.51E+00,1.08E+02
1928,-1.87E+02,-8.69E+01,-9.56E+01,-1.26E+02,,,,,-8.46E+00,1.06E+02
1929,-1.87E+02,-8.70E+01,-9.84E+01,-1.25E+02,,,,,-9.70E+00,1.02E+02
1930,-1.84E+02,-8.62E+01,-9.74E+01,-1.25E+02,,,,,-8.80E+00,1.02E+02
1931,-1.86E+02,-8.60E+01,-9.84E+01,-1.25E+02,,,,,-8.26E+00,1.02E+02
1932,-1.88E+02,-8.49E+01,-9.81E+01,-1.25E+02,,,,,-4.61E+00,1.04E+02
1933,-1.88E+02,-8.32E+01,-9.81E+01,-1.24E+02,,,,,-1.71E+00,1.07E+02
1934,-1.86E+02,-8.33E+01,-9.74E+01,-1.24E+02,,,,,-1.17E+00,1.07E+02
1935,-1.89E+02,-8.62E+01,-9.61E+01,-1.24E+02,,,,,-1.70E+00,1.09E+02
1936,-1.86E+02,-8.46E+01,-9.49E+01,-1.24E+02,,,,,-1.95E+00,1.11E+02
1937,-1.84E+02,-8.46E+01,-9.49E+01,-1.24E+02,,,,,-2.57E+00,1.11E+02
1938,-1.84E+02,-8.34E+01,-9.53E+01,-1.24E+02,,,,,-2.18E+00,1.11E+02
1939,-1.81E+02,-8.35E+01,-9.51E+01,-1.24E+02,,,,,-2.47E+00,1.09E+02
1940,-1.81E+02,-8.67E+01,-9.31E+01,-1.24E+02,,,,,5.29E-01,1.09E+02
1941,-1.81E+02,-8.59E+01,-9.24E+01,-1.24E+02,,,,,5.16E-01,1.09E+02
1942,-1.82E+02,-8.70E+01,-9.09E+01,-1.24E+02,,,,,2.52E+00,1.09E+02
1943,-1.80E+02,-8.62E+01,-8.76E+01,-1.23E+02,,,,,1.71E+00,1.07E+02
1944,-1.78E+02,-8.48E+01,-8.88E+01,-1.23E+02,,,,,1.62E+00,1.04E+02
1945,-1.76E+02,-8.42E+01,-8.86E+01,-1.23E+02,,,,,3.98E+00,1.01E+02
1946,-1.77E+02,-8.39E+01,-8.85E+01,-1.23E+02,,,,,2.96E+00,9.75E+01
1947,-1.76E+02,-8.22E+01,-8.88E+01,-1.23E+02,,,,,3.48E+00,9.77E+01
1948,-1.74E+02,-8.39E+01,-8.91E+01,-1.23E+02,,,,,4.61E+00,9.96E+01
1949,-1.74E+02,-8.42E+01,-8.70E+01,-1.23E+02,,,,,5.36E+00,1.00E+02
1950,-1.74E+02,-8.28E+01,-8.84E+01,-1.22E+02,,,,,8.43E+00,9.73E+01
1951,-1.75E+02,-8.20E+01,-8.82E+01,-1.22E+02,,,,,7.77E+00,9.54E+01
1952,-1.75E+02,-8.10E+01,-8.76E+01,-1.23E+02,,,,,7.27E+00,9.14E+01
1953,-1.74E+02,-8.40E+01,-8.72E+01,-1.24E+02,,,,,6.45E+00,8.85E+01
1954,-1.73E+02,-8.61E+01,-8.69E+01,-1.25E+02,,,,,6.08E+00,8.52E+01
1955,-1.72E+02,-8.62E+01,-8.33E+01,-1.25E+02,,,,,2.72E+00,8.51E+01
1956,-1.72E+02,-8.60E+01,-8.33E+01,-1.25E+02,,,,,2.19E+00,8.15E+01
1957,-1.70E+02,-8.61E+01,-8.28E+01,-1.24E+02,,,,,2.21E+00,7.88E+01
1958,-1.69E+02,-8.64E+01,-8.34E+01,-1.25E+02,,,,,1.32E+00,7.79E+01
1959,-1.70E+02,-8.61E+01,-8.23E+01,-1.24E+02,,,,,1.11E+00,7.61E+01
1960,-1.68E+02,-8.76E+01,-8.17E+01,-1.26E+02,,,,,-3.47E-02,7.33E+01
1961,-1.68E+02,-8.81E+01,-8.15E+01,-1.25E+02,,,,,4.20E-01,7.38E+01
1962,-1.67E+02,-8.71E+01,-8.18E+01,-1.25E+02,,,,,3.90E-01,7.34E+01
1963,-1.62E+02,-8.67E+01,-8.19E+01,-1.26E+02,,,,,6.68E-01,7.16E+01
1964,-1.66E+02,-8.74E+01,-8.17E+01,-1.27E+02,,,,,4.01E-01,7.13E+01
1965,-1.65E+02,-8.56E+01,-8.21E+01,-1.27E+02,,,,,3.50E+00,6.79E+01
1966,-1.65E+02,-8.58E+01,-8.20E+01,-1.27E+02,,,,,1.68E+00,6.51E+01
1967,-1.65E+02,-8.44E+01,-8.15E+01,-1.27E+02,,,,,1.19E+00,6.22E+01
1968,-1.65E+02,-8.50E+01,-8.11E+01,-1.27E+02,,,,,2.69E+00,6.20E+01
1969,-1.65E+02,-8.45E+01,-8.03E+01,-1.27E+02,,,,,7.38E-01,6.50E+01
1970,-1.65E+02,-8.56E+01,-8.22E+01,-1.27E+02,,,,,8.85E-01,6.52E+01
1971,-1.67E+02,-8.56E+01,-8.03E+01,-1.27E+02,,,,,-1.55E-01,6.73E+01
1972,-1.68E+02,-8.54E+01,-8.08E+01,-1.28E+02,,,,,-6.85E-01,6.86E+01
1973,-1.69E+02,-8.70E+01,-8.06E+01,-1.27E+02,,,,,-1.18E+00,6.90E+01
1974,-1.69E+02,-8.78E+01,-8.09E+01,-1.27E+02,,,,,-1.39E+00,7.27E+01
1975,-1.66E+02,-8.93E+01,-8.10E+01,-1.27E+02,,,,,-4.05E+00,7.46E+01
1976,-1.67E+02,-8.97E+01,-8.16E+01,-1.26E+02,,,,,-4.82E+00,7.12E+01
1977,-1.67E+02,-9.00E+01,-8.14E+01,-1.26E+02,,,,,-4.74E+00,7.15E+01
1978,-1.68E+02,-8.95E+01,-8.07E+01,-1.25E+02,,,,,-3.82E+00,7.40E+01
1979,-1.66E+02,-9.04E+01,-8.05E+01,-1.25E+02,,,,,-3.11E+00,7.42E+01
1980,-1.64E+02,-9.18E+01,-7.92E+01,-1.27E+02,,,,,-6.26E+00,7.46E+01
1981,-1.64E+02,-9.15E+01,-7.86E+01,-1.28E+02,,,,,-2.36E+00,7.43E+01
1982,-1.66E+02,-9.19E+01,-7.83E+01,-1.28E+02,,,,,-2.06E+00,7.45E+01
1983,-1.67E+02,-9.15E+01,-7.67E+01,-1.28E+02,,,,,8.75E-02,7.05E+01
1984,-1.68E+02,-9.44E+01,-7.59E+01,-1.28E+02,,,,,-2.46E+00,6.77E+01
1985,-1.69E+02,-9.27E+01,-7.62E+01,-1.28E+02,,,,,-2.79E+00,6.75E+01
1986,-1.67E+02,-9.12E+01,-7.76E+01,-1.28E+02,,,,,-2.11E+00,6.71E+01
1987,-1.68E+02,-9.00E+01,-7.75E+01,-1.29E+02,,,,,-2.33E+00,6.75E+01
1988,-1.68E+02,-9.15E+01,-7.61E+01,-1.28E+02,,,,,-2.23E+00,6.96E+01
